,name,link,research,field,id
459,Dr Mark Stevenson,https://www.ncl.ac.uk//nes/staff/profile/markstevenson.html,ResearchResearch Project'Changing Arctic Ocean Seafloor (ChAOS)',es,204
460,Dr Pattanapong Tiwasing,https://www.ncl.ac.uk//nes/staff/profile/pattanapongtiwasing.html,"ResearchResearch Interests:My research interests lie in:- Food Security and Nutrition Economics,- Nutrition-Labour Productivity Link,- Agricultural Household Models,- Food and Agricultural Marketing,- Youth and Agriculture,- Small Business Economics,- The Economics of Entrepreneurship,- Innovation and Entrepreneurship,- Small Businesses and Productivity,- Gender and Entrepreneurship,- Rural Enterprise.Research Projects and Funding:- Rural Enterprise UK (http://research.ncl.ac.uk/ruralenterpriseuk/)- INNOGROW (https://www.interregeurope.eu/innogrow/)- ERC/BEIS small grant for the analysis of the Longitudinal Small Business Survey (Co-Investigator) (https://www.enterpriseresearch.ac.uk/)- ESRC Productivity Insights Network led by University of Sheffield (https://productivityinsightsnetwork.co.uk/)- ESRC Productivity Insights Network for Early Career Researchers (Principal Investigator)  (https://productivityinsightsnetwork.co.uk/)Conference Presentations:2019: ISBE conference 2019, 13th-15th November 2019, Newcastle upon Tyne, UK. SME productivity, Business capabilities, and Innovation.2019: 17th Rural Entrepreneurship Conference, 17th-19th June 2019, Impact Hub Inverness, Inverness, UK. SME productivity, Business Capabilities, and Innovation.2018: Researchfora 22nd International Conference, 2018, Washington DC, USA. Graphic Design for Local Agricultural Products: A Case Study of Thai Jasmine Rice Leaf Drink ""ThaiSuwan"" Brand, Roi Et Province.2018: 16th Rural Entrepreneurship Conference, 13th-15th June 2018, University of Plymouth, UK. The business performance of rural exporting SMEs in the UK.2018: 16th Rural Entrepreneurship Conference, 13th-15th June 2018, University of Plymouth, UK. The business performance of SMEs in Northern Powerhouse and Midlands Engine regions - Rural-Urban Analysis.2018: 4th INNOGROW meeting, 21th-23th February 2018, Mantova, Italy. Comparative analysis of policy measures promoting innovation adoption by rural economy SME. 2017: 1st SIDEA-SIEA Conference: Cooperative Strategies and Value Creation in Sustainable Food Supply Chain, 13th-16th September 2017, Italy. The use of new technologies for the competitiveness of SMEs in rural economies.2017: Trans-Atlantic Rural Research Network (TARRN), Aberystwyth University, UK. Rural-Urban Analysis of Small Business in England Regions: Evidence from UK Longitudinal Small Business Survey, 2015.",es,245
461,Professor William Bloss  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=3950&Name=professor-william-bloss,"


							Research


Atmospheric processing affects the current and future composition of our atmosphere, and impacts upon human and environmental health, air quality and climate.  My research group addresses areas of atmospheric chemistry and clean air science, including
 
- Understanding the sources and transformations of air pollutants such as Particulate Matter and Nitrogen Dioxide in the urban atmosphere, ranging from the UK to developing megacities such as Delhi
- Quantifying the sources and sinks for atmospheric oxidants: Impacts upon urban air quality and tropospheric composition from new processes such as the formation of Criegee Intermediates, HONO and particulate-mediated renoxification
- Applying air pollution science to improve local and regional air quality policy measures, to ensure these can most effectively and efficiently improve human and environmental health
 
Work in the group combines atmospheric field measurements, simulation chamber and laboratory studies and numerical modelling approaches; we currently have an emphasis upon developing new integrated approaches to assess chemical processing (a complement to the traditional focus upon species abundance).​
 
While we are aiming to achieve fundamental understanding of the atmospheric chemical system, our work also takes place in an applied context: providing the knowledge to underpin policy development to alleviate air pollution.
 
Please see my Personal Research Pages for more details.


",es,459
462,Dr Mohamed A. Abdallah  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=66440&Name=dr-mohamed-a.-abdallah,"


							Research


Scopus Author ID: 23977785900
Research interests

Human exposure to persistent organic pollutants (POPs)
Biotransformation and bioavailability of POPs to humans
Levels and trends of various POPs in different environmental compartments
Understanding the link between external intake of POPs via different exposure routes and their human body burdens using various exposure and Pharmacokinetic models


",es,217
463,Dr David Adams  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=142845&Name=dr-david-adams,"


							Research


Scopus Author ID: 23977785900
Research interests

Human exposure to persistent organic pollutants (POPs)
Biotransformation and bioavailability of POPs to humans
Levels and trends of various POPs in different environmental compartments
Understanding the link between external intake of POPs via different exposure routes and their human body burdens using various exposure and Pharmacokinetic models


",es,100
464,Dr Salim Alam  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=31437&Name=dr-salim-alam,"


							Research


Scopus Author ID: 23977785900
Research interests

Human exposure to persistent organic pollutants (POPs)
Biotransformation and bioavailability of POPs to humans
Levels and trends of various POPs in different environmental compartments
Understanding the link between external intake of POPs via different exposure routes and their human body burdens using various exposure and Pharmacokinetic models


",es,282
465,Dr Nicholas Barrand  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=53706&Name=dr-nicholas-barrand,"


							Research


Nick is a glaciologist, specialising in mass balance and dynamics of Earth's glaciers and ice sheets. His research aims to understand how and why Earth's land ice cover is changing and the impact of these changes on global sea levels and downstream systems. This research involves application and analysis of airborne and satellite remote sensing tools, in situ measurements and numerical models.


",es,233
466,Dr Rebecca Bartlett  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=3646&Name=dr-rebecca-bartlett,"


							Research


Nick is a glaciologist, specialising in mass balance and dynamics of Earth's glaciers and ice sheets. His research aims to understand how and why Earth's land ice cover is changing and the impact of these changes on global sea levels and downstream systems. This research involves application and analysis of airborne and satellite remote sensing tools, in situ measurements and numerical models.


",es,265
467,Dr David Beddows  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=3946&Name=dr-david-beddows,"


							Research


Nick is a glaciologist, specialising in mass balance and dynamics of Earth's glaciers and ice sheets. His research aims to understand how and why Earth's land ice cover is changing and the impact of these changes on global sea levels and downstream systems. This research involves application and analysis of airborne and satellite remote sensing tools, in situ measurements and numerical models.


",es,102
468,Dr Simon Bell  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=96947&Name=dr-simon-bell,"


							Research


Simon's research sits at the intersection between Meteorology, Web Development and the Internet of Things. In particular how real-time software platforms are used to manage, store and visualise meteorological data.


",es,297
469,Dr James Bendle  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=47394&Name=dr-james-bendle,"


							Research


Simon's research sits at the intersection between Meteorology, Web Development and the Internet of Things. In particular how real-time software platforms are used to manage, store and visualise meteorological data.


",es,146
470,Dr Susanne Boerner  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=166733&Name=dr-susanne-boerner,"


							Research


Simon's research sits at the intersection between Meteorology, Web Development and the Internet of Things. In particular how real-time software platforms are used to manage, store and visualise meteorological data.


",es,313
471,Dr Berta Bonet  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=128166&Name=dr-berta-bonet,"


							Research


Simon's research sits at the intersection between Meteorology, Web Development and the Internet of Things. In particular how real-time software platforms are used to manage, store and visualise meteorological data.


",es,81
472,Dr Chris Bradley  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=3964&Name=dr-chris-bradley,"


							Research


Simon's research sits at the intersection between Meteorology, Web Development and the Internet of Things. In particular how real-time software platforms are used to manage, store and visualise meteorological data.


",es,90
473,Dr Sophie Marie Briffa  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=147825&Name=dr-sophie-marie-briffa,"


							Research


Simon's research sits at the intersection between Meteorology, Web Development and the Internet of Things. In particular how real-time software platforms are used to manage, store and visualise meteorological data.


",es,302
474,Professor Richard Butler  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=66438&Name=professor-richard-butler,"


							Research


Systematics, taxonomy, and anatomy of fossil reptiles, particularly dinosaurs and closely related groupsTerrestrial recovery from the Permo-Triassic mass extinction eventPhanerozoic and Mesozoic diversification patterns among vertebrates, and fossil record qualityLate Palaeozoic–Mesozoic vertebrate biogeographyBody size evolution and its drivers in deep timeEarly evolution of the avian respiratory system, and lung ventilation among fossil archosaurs


",es,449
475,Dr Xiaoming Cai  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=10025&Name=dr-xiaoming-cai,"


							Research


 Animated pictures of large-eddy simulation output of a scalar (temperature, water vapour, or pollutant) inside a street canyon for various canyon widths. Background wind above the building roof blows from the left to the right.
Research group

Environmental health sciences
Climate & atmosphere

Dr Xiaoming Cai has research interests in the following areas:

Boundary-layer meteorology, urban meteorology, and urban climate
Air pollution meteorology & modelling
Large-eddy simulation of atmospheric turbulence and dispersion
Data assimilation for meteorological applications
Computational Fluid Dynamics

His recent research activities are in the following topics:

Large-eddy simulation of turbulent flows and dispersion of atmospheric pollutants in street canyons
Coupling chemistry and turbulence in a street-scale large-eddy model
Large-eddy simulation of atmospheric boundary layer over an inhomogeneous urban surface
Traffic induced turbulence and its effects on pollutant concentrations in urban street canyons and improvement of operational urban air quality model
Modelling urban heat island and impact of urbanization on urban climate

He has been involved as a PI or a Co-I in six NERC-funded projects. In particular, he developed a unique LES model based on a meteorological modelling system for turbulence and dispersion in street canyons in an NERC project (Experimental quantification and modelling of dispersion of particles in urban street canyons). He further developed the model in the following aspects:

Being capable for various canyon configurations
Being equipped with suitable boundary conditions (wall functions) so that the cases with a given temperature and/or a given concentration at walls/roads can be examined
Implementing prognostic equations for fast photochemical reactions (NOx-O3 chemistry and, recently, OH chemistry)

He has recently been involved in the following research projects:

2009-2011: Modelling turbulent processes near urban surface using large-eddy simulation, The Royal Society, International Joint Project (with Dr Liu, School of Atmospheric Sciences, Nanjing University, China)
2010-2012: Birmingham Urban Climate Change Adaptation with Neighbourhood Estimates of Environmental Risk, the Knowledge Transfer Partnerships (KTP) programme, funded by the Technology Strategy Board, NERC, and Birmingham City Council, total value of £127,500
2011-2014: High density temperature measurements within the urban environment (HiTemp), NERC Networks of Sensors Programme, funded by NERC (NERC ref. NE/I006915/1; PI: Dr Chapman; CoIs: Prof Grimmond, Dr X Cai), total value of £715,218
2012-2017: Fundamental Studies of the Sources, Properties and Environmental Behaviour of  Exhaust Nanoparticles from Road Vehicles (FASTER), funded by EU ERC, (PI: Prof. R.M. Harrison; CoIs: Prof A.R. MacKenzie, Dr X Cai et al.), total value of €2,400,000
2013-2017: Quantifying the influence of wind advection on urban heat island for an improvement of a climate change adaptation planning tool, NERC CASE studentship (with Dr Chapman at University of Birmingham and Mr Nick Grayson at Birmingham City Council), funded by NERC (NE/K008056/1), total value of £68,671
2016-2019: CityFlocks (Biotelemetry/Bio-aerial platforms in the Urban Boundary Layer), funded by NERC (NERC ref. NE/N003195/1), (with CoIs: Prof MacKenzie, Dr Chapman, Prof Sadler, Dr Reynolds, Dr Quinn, Dr Thomas), total value of £826,481
2019-23: WM-Air: West Midlands Air Quality Improvement Programme, funded by NERC RISE Initiative (NERC ref. NE/S003487/1), (PI: Prof. W.J. Bloss; CoIs: Profs Pope, Bryson, Thomas, Chapman, Harrison, Drs Cai, Jowett, Bartington, Prof MacKenzie, Dr Shi), total value of £ 5,000,000

Awards

Lord Stafford Award for Environmental Sustainability, November 2012, Birmingham Urban Climate Change Adaptation with Neighbourhood Estimates of Environmental Risk (BUCCANEER), the Knowledge Transfer Partnerships (KTP) programme with Birmingham City Council.


",es,335
476,Dr Fabien Cante  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=155769&Name=dr-fabien-cante,"


							Research


 Animated pictures of large-eddy simulation output of a scalar (temperature, water vapour, or pollutant) inside a street canyon for various canyon widths. Background wind above the building roof blows from the left to the right.
Research group

Environmental health sciences
Climate & atmosphere

Dr Xiaoming Cai has research interests in the following areas:

Boundary-layer meteorology, urban meteorology, and urban climate
Air pollution meteorology & modelling
Large-eddy simulation of atmospheric turbulence and dispersion
Data assimilation for meteorological applications
Computational Fluid Dynamics

His recent research activities are in the following topics:

Large-eddy simulation of turbulent flows and dispersion of atmospheric pollutants in street canyons
Coupling chemistry and turbulence in a street-scale large-eddy model
Large-eddy simulation of atmospheric boundary layer over an inhomogeneous urban surface
Traffic induced turbulence and its effects on pollutant concentrations in urban street canyons and improvement of operational urban air quality model
Modelling urban heat island and impact of urbanization on urban climate

He has been involved as a PI or a Co-I in six NERC-funded projects. In particular, he developed a unique LES model based on a meteorological modelling system for turbulence and dispersion in street canyons in an NERC project (Experimental quantification and modelling of dispersion of particles in urban street canyons). He further developed the model in the following aspects:

Being capable for various canyon configurations
Being equipped with suitable boundary conditions (wall functions) so that the cases with a given temperature and/or a given concentration at walls/roads can be examined
Implementing prognostic equations for fast photochemical reactions (NOx-O3 chemistry and, recently, OH chemistry)

He has recently been involved in the following research projects:

2009-2011: Modelling turbulent processes near urban surface using large-eddy simulation, The Royal Society, International Joint Project (with Dr Liu, School of Atmospheric Sciences, Nanjing University, China)
2010-2012: Birmingham Urban Climate Change Adaptation with Neighbourhood Estimates of Environmental Risk, the Knowledge Transfer Partnerships (KTP) programme, funded by the Technology Strategy Board, NERC, and Birmingham City Council, total value of £127,500
2011-2014: High density temperature measurements within the urban environment (HiTemp), NERC Networks of Sensors Programme, funded by NERC (NERC ref. NE/I006915/1; PI: Dr Chapman; CoIs: Prof Grimmond, Dr X Cai), total value of £715,218
2012-2017: Fundamental Studies of the Sources, Properties and Environmental Behaviour of  Exhaust Nanoparticles from Road Vehicles (FASTER), funded by EU ERC, (PI: Prof. R.M. Harrison; CoIs: Prof A.R. MacKenzie, Dr X Cai et al.), total value of €2,400,000
2013-2017: Quantifying the influence of wind advection on urban heat island for an improvement of a climate change adaptation planning tool, NERC CASE studentship (with Dr Chapman at University of Birmingham and Mr Nick Grayson at Birmingham City Council), funded by NERC (NE/K008056/1), total value of £68,671
2016-2019: CityFlocks (Biotelemetry/Bio-aerial platforms in the Urban Boundary Layer), funded by NERC (NERC ref. NE/N003195/1), (with CoIs: Prof MacKenzie, Dr Chapman, Prof Sadler, Dr Reynolds, Dr Quinn, Dr Thomas), total value of £826,481
2019-23: WM-Air: West Midlands Air Quality Improvement Programme, funded by NERC RISE Initiative (NERC ref. NE/S003487/1), (PI: Prof. W.J. Bloss; CoIs: Profs Pope, Bryson, Thomas, Chapman, Harrison, Drs Cai, Jowett, Bartington, Prof MacKenzie, Dr Shi), total value of £ 5,000,000

Awards

Lord Stafford Award for Environmental Sustainability, November 2012, Birmingham Urban Climate Change Adaptation with Neighbourhood Estimates of Environmental Risk (BUCCANEER), the Knowledge Transfer Partnerships (KTP) programme with Birmingham City Council.


",es,117
477,Professor Lee Chapman  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=10026&Name=professor-lee-chapman,"


							Research


Professor Lee Chapman’s research interests are at the interface of climatology and engineering investigating the impact of weather and climate on the built environment; an important research area given the ever-increasing concentration (and vulnerability) of the population and critical infrastructure in urban areas. This covers a range of topics and sub-disciplines including infrastructure meteorology, urban climatology and climate change adaptation.  Knowledge transfer and business engagement are at the heart of this research agenda and he continues to work extensively with industry to ensure maximum impact from ongoing research activities. 
Postgraduate supervision
Professor Chapman has supervised 13 students to completion currently supervises seven postgraduate students:
Jennifer Kirby: High resolution imagery for trackside leaf-fall monitoring (EPSRC iCASE with Railway Safety & Standards Board)Jiali Fang: Surface versus air heat islands (self-funded)Mukhtar Abdulrasheed: Extending allometric methods to Nigeria.  (Nigerian Petroleum Development FundHannah Budnitz: Weather impacts on commuting habits (NERC Dream CDT)Richard Bufton: Impact of the urban heat island on bird distributions (NERC CENTA DTP)Nigel Hopper: Impact of a changing UK climate on Corvids (NERC CENTA DTP)James Hodgson: Weather, air quality and athletic performance. (NERC DREAM CDT)
 
Potential students should contact Professor Chapman directly.


",es,441
478,Dr Alexandros Chatzipavlidis  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=154647&Name=dr-alexandros-chatzipavlidis,"


							Research


Research Group:
Environmental Nanoscience
Research Interests:
Development and Characterization of Advanced Nanomaterials, Nanosafety, Nanoecotoxicology, Nanotechnology and the Environment
Researcher Identifier Numbers:

ORCID: orcid.org/0000-0002-5190-3221


Scopus Author ID: 53980984600


",es,54
479,Dr Julian Clark  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=9222&Name=dr-julian-clark,"


							Research


Research Group:
Environmental Nanoscience
Research Interests:
Development and Characterization of Advanced Nanomaterials, Nanosafety, Nanoecotoxicology, Nanotechnology and the Environment
Researcher Identifier Numbers:

ORCID: orcid.org/0000-0002-5190-3221


Scopus Author ID: 53980984600


",es,166
480,Dr Terri Cleary  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=157644&Name=dr-terri-cleary,"


							Research


Fossil record biases, macroevolution, palaeodiversity, mass extinctions


",es,316
481,Dr Roger Close  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=109669&Name=dr-roger-close,"


							Research


Fossil record biases, macroevolution, palaeodiversity, mass extinctions


",es,274
482,Dr Natasha L. Cornea  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=142509&Name=dr-natasha-l.-cornea,"


							Research


Dr Natasha Cornea’s research sits at the intersections of urban and development geographies, focussing on urban environmental governance and urban politics in Indian and Zambian cities. She is particularly interested in everyday practices and the actually-existing city.  Conceptually her research draws on post-structuralist and situated approaches to urban political ecology, the everyday state and everyday governance.  


",es,229
483,Dr Xianjin Cui  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=109671&Name=dr-xianjin-cui,"


							Research


Dr Natasha Cornea’s research sits at the intersections of urban and development geographies, focussing on urban environmental governance and urban politics in Indian and Zambian cities. She is particularly interested in everyday practices and the actually-existing city.  Conceptually her research draws on post-structuralist and situated approaches to urban political ecology, the everyday state and everyday governance.  


",es,333
484,Dr Giulio Curioni  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=147563&Name=dr-giulio-curioni,"


							Research


Dr Natasha Cornea’s research sits at the intersections of urban and development geographies, focussing on urban environmental governance and urban politics in Indian and Zambian cities. She is particularly interested in everyday practices and the actually-existing city.  Conceptually her research draws on post-structuralist and situated approaches to urban political ecology, the everyday state and everyday governance.  


",es,127
485,Dr Rosie Day  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=10630&Name=dr-rosie-day,"


							Research


Rosie Day is an environmental human geographer interested in various aspects of peoples experience of, and engagement with, the wider environment. She works particularly on environmental justice and energy justice, that is how environmental and energy issues intersect with social inequalities. Her recent research covers energy poverty, water governance, diverse environmental kowledges including indigenous knowledge, and the environmental needs of older people. 


",es,275
486,Dr Christopher Dean  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=164113&Name=dr-christopher-dean,"


							Research


Research Interests: 

Fossil Record Bias
Macroevolution
Spatial Diversity
Epicontinental Seas

Research Group:
Vertebrate Palaeontology Research Group
Orchid ID:
https://orcid.org/0000-0001-6471-6903

",es,93
487,Dr Juana Maria Delgado-Saborit  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=8824&Name=dr-juana-maria-delgado-saborit,"


							Research


Research Interests: 

Fossil Record Bias
Macroevolution
Spatial Diversity
Epicontinental Seas

Research Group:
Vertebrate Palaeontology Research Group
Orchid ID:
https://orcid.org/0000-0001-6471-6903

",es,165
488,Dr Surindar Kishen Dhesi  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=103383&Name=dr-surindar-kishen-dhesi,"


							Research


Research Interests: 

Fossil Record Bias
Macroevolution
Spatial Diversity
Epicontinental Seas

Research Group:
Vertebrate Palaeontology Research Group
Orchid ID:
https://orcid.org/0000-0001-6471-6903

",es,311
489,Dr Simon J Dixon  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=67778&Name=dr-simon-j-dixon,"


							Research


Research Interests: 

Fossil Record Bias
Macroevolution
Spatial Diversity
Epicontinental Seas

Research Group:
Vertebrate Palaeontology Research Group
Orchid ID:
https://orcid.org/0000-0001-6471-6903

",es,299
490,Dr Kirsty Edgar  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=115391&Name=dr-kirsty-edgar,"


							Research


Kirsty specializes in planktic foraminiferal micropalaeontology and geochemistry. The overall goal of her research is to unravel the complex interplay between life and climate ranging from the modern day back through millions of years. Much of her research to date has focused on constraining climatic and biotic (e.g., ecological and evolutionary) responses to short-lived environmental perturbations over the past 65 million years of Earth’s history. Focal events include the transient global warming event, the Middle Eocene Climatic Optimum (MECO) ~40 million years ago and other ‘hyperthermals’. The geochemistry of foraminiferal tests is one of the main means used to reconstruct both fossil foraminifera ecology and past environments. As such she is actively involved in evaluating the fidelity of key geochemical proxies (e.g., d11B, d13C and d18O values) in fossil and modern foraminiferal carbonate with the view to improving confidence in our palaeoreconstructions.
Kirsty’s research interests at a glance are:
1) Biotic responses and sensitivity to environmental change in our past, present and future oceans
2) Cenozoic (particularly Eocene) environmental change
3) The fidelity of geochemical and biotic proxies for reconstructing past ecology and environments
 


",es,175
491,Dr Steven Emery  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=69171&Name=dr-steven-emery,"


							Research


Steven is an interdisciplinary environmental researcher with a broad interest in human-environment relations. His work is informed by rural geography, social anthropology and rural sociology and focuses on the relationship between sociocultural values and environmental practices, interventions, policies and governance. He has applied this approach most especially to the study of agriculture, having conducted extended ethnographic fieldwork with British hill farmers.
More specifically his research focuses on:
Farming cultureThe uptake and receptivity of farmers to agri-environmental schemes (AES)The applications of rhetoric culture theoryTheorising and better understanding processes of cultural change in the face of environmental, economic and political uncertaintyUnderstanding and demonstrating the complex relationship between cultural values, environmental practices and social resilienceExploring the relationship between cultural values, personhood, places and practicesProcesses of environmental decision-making, governance and conflict managementIdeology, power and agency in environmental contexts


",es,309
492,Dr Emma Ferranti  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=87872&Name=dr-emma-ferranti,"


							Research


Recent research projects include:
Since 2018: EPSRC Living With Environmental Change Fellow, University of Birmingham 
Bringing the Mediterranean to Birmingham examines the impact of extreme heat on the interconnected infrastructure of the Midlands, and considers sustainable and biophilic heat adaptation solutions that would make the region a better place to live. Project Partners include HS2, Network Rail, Highways England, Birmingham City Council, Worcestershire County Council, Staffordshire County Council, techUK, and Met Office.
Since 2016: Engineering Research Fellow, University of Birmingham 
Several projects on transport resilience and adaptation to climate change including: visit to Rio de Janeiro to assess transport resilience with local partners through interviews; grant writing; journal article writing; workshop organisation; supervision of research assistants. She was recently awarded GEES pump-priming funds (£3K) and EPSRC GCRF IAA funding (£16K) for a project on mega-event legacies and sustainable, greener, climate-resilient cities (South Africa and Brazil).
Since 2016: NERC Knowledge Exchange Fellow, University of Birmingham
The MEDIATE fellowship facilitates knowledge exchange on a wide range of topics (air quality, biodiversity, infrastructure developments) in the field of green and grey urban infrastructure. This includes regular workshops and meetings professional practitioners organised via the Trees & Design Action Group and West Midlands RTPI, and producing guidance documents for practitioners.
2014 - 2016: Summersense Research Fellow, University of Birmingham
Working closely with Network Rail this project explored the impact of heat on the railway network and evaluated the potential for innovative heat-risk management.
2013: SUMNs Research Fellow, University of Birmingham
Managing the legacy of Birmingham Urban Climate Laboratory (BUCL), including organising and delivering an end-user focused workshop, ultimately to ensure BUCLs long-term sustainability.
2012- 2013: Breathe Easier Research Associate, Lancaster University
Design and field tests of a new Passive Air Sampler to monitor particulates at Scunthorpe Steelworks, and investigate new analyses techniques (e.g. albedo, magnetic remanence).

",es,115
493,Dr Sara Fregonese  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=52664&Name=dr-sara-fregonese,"


							Research


PhD Geography (Newcastle) MA Mediterranean Cooperation(Ca' Foscari University, Venice) BA Oriental Languages and Cultures (Ca' Foscari University, Venice)
 
 I am a political geographer with a background in Middle Eastern studies and a research focus on cities and conflict, particularly Lebanon.
 
My research is structured along three themes:
1.   Urban geopolitics and hybrid sovereignty
2.   More-than-human approaches to urban conflict
3.   Historical geographies of sectarianism (Ottoman Levant)
 
My past research has been supported by: 
2011-2012: British Academy Small Research Grant  Views from the Holiday Inn. War, urban landscape, and memory in Beirut
2009-2012: British Academy Post-Doctoral Fellowship  Geographical Perspectives on War and Cities: the case of Beirut.
2004-2007: PhD Studentship, School of Geography, Politics and Sociology, Newcastle University.
 
 


",es,284
494,Dr Chiara Giorio  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=109670&Name=dr-chiara-giorio,"


							Research


Research interests

Source apportionment of atmospheric aerosol using receptor models
Characterisation of atmospherically important organic radicals in the gas and particle phase
Characterisation of aerosol formed from the photooxidation of isoprene during cloud condensation/evaporation cycles
Analysis of biogenic markers in Antarctic ice cores
Liquid Extraction Surface Analysis for the characterisation of nanoscale patterning in plants
Environmental fate of systemic insecticides

Research identifier numbers
orcid: 0000-0001-7821-7398 http://orcid.org/0000-0001-7821-7398Scopus Author ID: 35299194600 http://www.scopus.com/authid/detail.uri?authorId=35299194600Researcher ID: O-1707-2015 http://www.researcherid.com/rid/O-1707-2015

",es,89
495,Dr Ignazio Giuntoli  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=166664&Name=dr-ignazio-giuntoli,"


							Research


Research interests

Source apportionment of atmospheric aerosol using receptor models
Characterisation of atmospherically important organic radicals in the gas and particle phase
Characterisation of aerosol formed from the photooxidation of isoprene during cloud condensation/evaporation cycles
Analysis of biogenic markers in Antarctic ice cores
Liquid Extraction Surface Analysis for the characterisation of nanoscale patterning in plants
Environmental fate of systemic insecticides

Research identifier numbers
orcid: 0000-0001-7821-7398 http://orcid.org/0000-0001-7821-7398Scopus Author ID: 35299194600 http://www.scopus.com/authid/detail.uri?authorId=35299194600Researcher ID: O-1707-2015 http://www.researcherid.com/rid/O-1707-2015

",es,139
496,Dr Zhaoya Gong  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=122320&Name=dr-zhaoya-gong,"


							Research


Research interests

Source apportionment of atmospheric aerosol using receptor models
Characterisation of atmospherically important organic radicals in the gas and particle phase
Characterisation of aerosol formed from the photooxidation of isoprene during cloud condensation/evaporation cycles
Analysis of biogenic markers in Antarctic ice cores
Liquid Extraction Surface Analysis for the characterisation of nanoscale patterning in plants
Environmental fate of systemic insecticides

Research identifier numbers
orcid: 0000-0001-7821-7398 http://orcid.org/0000-0001-7821-7398Scopus Author ID: 35299194600 http://www.scopus.com/authid/detail.uri?authorId=35299194600Researcher ID: O-1707-2015 http://www.researcherid.com/rid/O-1707-2015

",es,339
497,Dr Sarah Greene  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=130300&Name=dr-sarah-greene,"


							Research


Research interests

Source apportionment of atmospheric aerosol using receptor models
Characterisation of atmospherically important organic radicals in the gas and particle phase
Characterisation of aerosol formed from the photooxidation of isoprene during cloud condensation/evaporation cycles
Analysis of biogenic markers in Antarctic ice cores
Liquid Extraction Surface Analysis for the characterisation of nanoscale patterning in plants
Environmental fate of systemic insecticides

Research identifier numbers
orcid: 0000-0001-7821-7398 http://orcid.org/0000-0001-7821-7398Scopus Author ID: 35299194600 http://www.scopus.com/authid/detail.uri?authorId=35299194600Researcher ID: O-1707-2015 http://www.researcherid.com/rid/O-1707-2015

",es,288
498,Dr Melanie Griffiths  ,https://www.birmingham.ac.uk/schools/gees/people/profile.aspx?ReferenceId=142510&Name=dr-melanie-griffiths,"


							Research


Research interests:
Migration broadly (including irregular, undocumented, family, asylum, EEA), immigration enforcement and incarceration, ‘foreign criminals’ discourse, time, men and masculinity, family life and Article 8 rights, belonging and citizenship, bureaucracies, law and the judiciary, identity and identification. 
Research identifier:
ORCID: 0000-0002-3331-2196, https://orcid.org/0000-0002-3331-2196

",es,212
